COMPANY,CUST #,CYCLE,ROUTE,DAY,RTE SEQ#,QTY,SIZE,CHG CODE,FREQ,SCHEDULE,BIN #,P/U#,BIN AMT$,TAX BODY,VAR3,VAR4,FEE CODE,PRICE LIST
1,8800,CA,65,THU,2920,1,96,CR, ,---H---,5,1,0,CL,MULTIFAMIL,,,CL
1,8800,CA,85,THU,1410,1,96,CG, ,---H---,6,1,0,CL,MULTIFAMIL,,,CL
1,8818,CA,62,THU,1685,1,CT,9, ,---H---,1,1,134.57,CC,WINERY,,,CO
1,8818,CA,64,THU,200,1,96,CR, ,---H---,2,1,0,CC,WINERY,,,CO
1,8818,CA,62,THU,1690,1,96,CG, ,---H---,3,1,0,CC,WINERY,,,CO
1,8818,CA,64,THU,210,1,96,AR, ,---H---,4,1,100.93,CC,WINERY,,,CO
1,8818,CA,62,THU,1695,1,CT,9, ,---H---,5,1,134.57,CC,WINERY,,,CO
1,8883,CA,23,THU,270,1,2Y,T0, ,---H---,1,1,482.56,CC,CONTRACTOR,,,CO
1,8883,CA,61,THU,1100,1,96,CR, ,---H---,2,1,0,CC,CONTRACTOR,,,CO
1,8913,CA,28,MON,1260,2,CT,9, ,M------,1,1,134.57,YC,,,,CO
1,8913,CA,64,MON,1120,1,96,CR, ,M------,2,1,0,YC,,,,CO
1,8913,CA,85,MON,1190,1,96,CG, ,M------,3,1,0,YC,,,,CO
1,8959,CA,29,MON,60,1,2Y,T0, ,M------,1,1,482.56,YC,WINERY,,,CO
1,8959,CA,42,FRI,30,1,2Y,R0, ,----F--,2,1,361.92,YC,WINERY,,,CO
1,8959,CA,85,MON,610,1,96,CG, ,M------,3,1,0,YC,WINERY,,,CO
1,8959,CA,85,MON,620,1,96,CG, ,M------,4,1,0,YC,WINERY,,,CO
1,9045,PA,62,TUE,5120,1,96,CR, ,-T-----,1,1,0,SC,,,,CO
1,9045,PA,    ,UNR,0,1,30,RO, ,-------,2,0,0,SC,,,,CO
1,9045,PA,    ,UNR,0,1,30,WZ, ,-------,3,0,0,SC,,,,CO
1,9090,CA,28,MON,6600,1,CT,9, ,M------,1,1,101.24,Y,WINERY,,,Y
1,9090,CA,64,MON,2180,1,96,CR, ,M------,2,1,0,Y,WINERY,,,Y
1,9090,CA,64,MON,2175,1,96,AR, ,M------,3,1,75.92,Y,WINERY,,,Y
1,9121,CA,29,WED,10,1,6Y,T0, ,--W----,1,1,1298.25,YC,WINERY,,,CO
1,9121,CA,62,MON,5329,1,96,CR, ,M------,2,1,0,YC,WINERY,,,CO
1,9121,CA,62,MON,5357,1,96,CR, ,M------,3,1,0,YC,WINERY,,,CO
1,9121,CA,62,MON,5357,1,96,CR, ,M------,4,1,0,YC,WINERY,,,CO
1,9121,CA,62,MON,5357,1,96,AR, ,M------,5,1,100.93,YC,WINERY,,,CO
1,9121,CA,CALL,SUN,460,1,4Y,GL, ,#NAME?,6,1,75,YC,WINERY,,,CO
1,9121,CA,43,SUN,460,1,4Y,GL, ,#NAME?,7,1,75,YC,WINERY,,,CO
1,9121,CA,49,WED,10,1,6Y,CB, ,#NAME?,8,2,75,YC,WINERY,,,CO
1,9121,CA,CALL,SUN,0,1,6Y,CB, ,#NAME?,8,2,75,YC,WINERY,,,CO
1,9121,CA,62,MON,4251,1,  ,0G, ,M------,9,1,0,YC,WINERY,,,CO
1,9195,CA,62,THU,756,1,96,CG, ,---H---,1,1,0,CC,WINERY,,,CO
1,9195,CA,62,THU,761,1,CT,9, ,---H---,2,1,134.57,CC,WINERY,,,CO
1,9195,CA,61,THU,1520,1,96,CR, ,---H---,3,1,0,CC,WINERY,,,CO
1,9349,CA,21,MON,1620,1,CT,63, ,M------,1,1,72.9,YC,WINERY,,,CO
1,9349,CA,62,MON,2320,1,96,CR, ,M------,2,1,0,YC,WINERY,,,CO
1,9368,CA,29,MON,280,1,4Y,T0, ,M------,1,1,890.4,YC,WINERY,,,CO
1,9368,CA,42,FRI,80,1,4Y,R0, ,----F--,2,1,667.81,YC,WINERY,,,CO
1,9368,CA,29,MON,280,1,OC,EG, ,M---F--,3,2,80,YC,WINERY,,,CO
1,9368,CA,42,FRI,80,1,OC,EG, ,M---F--,3,2,80,YC,WINERY,,,CO
1,9368,CA,85,MON,270,1,96,CG, ,M------,4,1,0,YC,WINERY,,,CO
1,9368,CA,85,MON,280,1,96,CG, ,M------,5,1,0,YC,WINERY,,,CO
1,9375,MA,42,FRI,455,2,6Y,R0, ,----F--,1,1,891.4,C,PARK,,,C
1,9376,CA,42,FRI,200,1,6Y,R0, ,----F--,1,1,730.46,S,RESTAURANT,,,S
1,9376,CA,84,TUE,25,1,4Y,G0, ,-T-----,2,1,454.87,S,RESTAURANT,,,S
1,9376,CA,40,MON,205,14,CF,6, ,M-W-F--,3,3,0,S,RESTAURANT,,,S
1,9376,CA,40,WED,145,14,CF,6, ,M-W-F--,3,3,0,S,RESTAURANT,,,S
1,9376,CA,40,FRI,190,14,CF,6, ,M-W-F--,3,3,0,S,RESTAURANT,,,S
1,9481,CA,29,MON,525,1,4Y,T0, ,M---F--,1,2,1526.16,Y,RESTAURANT,,,Y
1,9481,CA,29,FRI,160,1,4Y,T0, ,M---F--,1,2,1526.16,Y,RESTAURANT,,,Y
1,9481,CA,64,MON,1625,1,96,CR, ,M------,2,1,0,Y,RESTAURANT,,,Y
1,9481,CA,64,MON,1635,1,96,CR, ,M------,3,1,0,Y,RESTAURANT,,,Y
1,9481,CA,64,MON,1650,1,96,CR, ,M------,4,1,0,Y,RESTAURANT,,,Y
1,9481,CA,49,MON,260,1,4Y,CB, ,M---F--,5,2,75,Y,RESTAURANT,,,Y
1,9481,CA,49,FRI,470,1,4Y,CB, ,M---F--,5,2,75,Y,RESTAURANT,,,Y
1,9784,CA,62,MON,4630,1,96,CG, ,M------,1,1,0,YC,VINEYARD,,,CO
1,9784,CA,62,MON,5531,1,96,CR, ,M------,2,1,0,YC,VINEYARD,,,CO
1,9784,CA,62,MON,5531,1,CT,9, ,M------,3,1,134.57,YC,VINEYARD,,,CO
1,9819,CA,25,TUE,1380,1,CT,3, ,-T-----,1,1,32.62,S,RETAIL,,,S
1,9819,CA,68,TUE,1370,1,96,CR, ,-T-----,2,1,0,S,RETAIL,,,S
1,9846,CA,25,TUE,1000,1,CT,9, ,-T-----,1,1,97.87,S,COMMUNITY,,,S
1,9846,CA,64,TUE,995,1,96,CR, ,-T-----,2,1,0,S,COMMUNITY,,,S
1,9850,CA,28,MON,6660,1,CT,9, ,M------,1,1,101.24,Y,RETAIL,,,Y
1,9850,CA,64,MON,3670,1,96,CR, ,M------,2,1,0,Y,RETAIL,,,Y
1,9850,CA,64,MON,3675,1,96,AR, ,M------,3,1,75.92,Y,RETAIL,,,Y
1,9850,CA,64,MON,3680,1,96,AR, ,M------,4,1,75.92,Y,RETAIL,,,Y
1,9860,MA,    ,UNR,0,1,20,RO, ,-------,1,0,0,S,,,,S
1,9867,CA,23,FRI,720,1,4P,T0, ,----F--,1,1,696.01,S,,,,S
1,9906,CA,29,WED,120,1,4Y,T1, ,--W----,1,1,1005.67,AC,CONTRACTOR,,,CO
1,9910,CA,28,MON,500,1,CT,3, ,M------,1,1,44.86,YC,POSTOFFICE,,,CO
1,9910,CA,64,MON,330,1,96,CR, ,M------,2,1,0,YC,POSTOFFICE,,,CO
1,9920,CA,23,MON,570,1,2Y,T0, ,M--H---,1,2,793.4,CL,MULTIFAMIL,,,CL
1,9920,CA,23,THU,550,1,2Y,T0, ,M--H---,1,2,793.4,CL,MULTIFAMIL,,,CL
1,9920,CA,68,THU,3660,4,96,CR, ,---H---,2,1,0,CL,MULTIFAMIL,,,CL
1,9920,CA,23,MON,580,1,4Y,T0, ,M--H---,3,2,1523.72,CL,MULTIFAMIL,,,CL
1,9920,CA,23,THU,560,1,4Y,T0, ,M--H---,3,2,1523.72,CL,MULTIFAMIL,,,CL
1,9920,CA,85,THU,3335,1,96,CG, ,---H---,4,1,0,CL,MULTIFAMIL,,,CL
1,9928,CA,21,MON,1175,2,CT,9, ,M------,1,1,134.57,YC,CHURCH,,,CO
1,9928,CA,62,MON,1960,1,96,CR, ,M------,2,1,0,YC,CHURCH,,,CO
1,9928,CA,62,MON,1970,1,96,CG, ,M------,3,1,0,YC,CHURCH,,,CO
1,9929,CA,23,TUE,400,2,2Y,T0, ,-T--F--,1,2,813.99,C,LODGING,,,C
1,9929,CA,23,FRI,560,2,2Y,T0, ,-T--F--,1,2,813.99,C,LODGING,,,C
1,9964,CA,25,THU,2270,1,CT,9, ,---H---,1,1,103.93,C,MEDICAL,,,C
1,9964,CA,25,THU,2280,1,CT,9, ,---H---,2,1,103.93,C,MEDICAL,,,C
1,9964,CA,65,THU,2450,1,96,CR, ,---H---,3,1,0,C,MEDICAL,,,C
1,9964,CA,85,THU,1320,1,96,CG, ,---H---,4,1,0,C,MEDICAL,,,C
1,9964,CA,85,THU,1325,1,96,AG, ,---H---,5,1,68.91,C,MEDICAL,,,C
1,9992,CA,29,MON,960,1,6Y,T1, ,M-W-F--,1,3,4264,SC,,,,CO
1,9992,CA,29,WED,320,1,6Y,T1, ,M-W-F--,1,3,4264,SC,,,,CO
1,9992,CA,29,FRI,500,1,6Y,T1, ,M-W-F--,1,3,4264,SC,,,,CO
1,9992,CA,42,WED,0,1,6Y,R1, ,--W-F--,2,2,2150.69,SC,,,,CO
1,9992,CA,42,FRI,224,1,6Y,R1, ,--W-F--,2,2,2150.69,SC,,,,CO
1,9992,CA,49,MON,435,1,6Y,CB, ,M-W-F--,3,3,75,SC,,,,CO
1,9992,CA,45,WED,50,1,6Y,CB, ,M-W-F--,3,3,75,SC,,,,CO
1,9992,CA,45,FRI,50,1,6Y,CB, ,M-W-F--,3,3,75,SC,,,,CO
1,9992,CA,62,WED,6380,2,96,CR, ,--W----,4,1,0,SC,,,,CO
1,9992,CA,62,WED,6390,1,96,CR, ,--W----,5,1,0,SC,,,,CO
1,9992,CA,62,WED,6400,1,96,CR, ,--W----,6,1,0,SC,,,,CO
1,9992,CA,40,MON,295,2,CF,6, ,M------,7,1,0,SC,,,,CO
1,10010,PA,    ,UNR,0,1,20,RO, ,-------,1,0,0,CC,,,,CO
1,10054,MA,    ,UNR,0,1,20,RO, ,-------,1,0,0,SC,,,,CO
1,10065,CA,23,TUE,530,1,6Y,T0, ,-T-----,1,1,1298.25,SC,WINERY,,,CO
1,10065,CA,42,FRI,235,1,4Y,R0, ,----F--,2,1,667.81,SC,WINERY,,,CO
1,10065,CA,42,FRI,236,1,4Y,R0, ,----F--,3,1,667.81,SC,WINERY,,,CO
1,10065,CA,85,WED,650,1,96,CG, ,--W----,4,1,0,SC,WINERY,,,CO
1,10065,CA,85,WED,655,2,96,AG, ,--W----,5,1,91.52,SC,WINERY,,,CO
1,10065,CA,40,WED,15,3,CF,6, ,--W----,6,1,0,SC,WINERY,,,CO
1,10067,CA,42,FRI,380,1,6Y,R1, ,----F--,1,1,1103.36,YC,WINERY,,,CO
1,10067,CA,42,FRI,370,1,6Y,R1, ,----F--,2,1,1103.36,YC,WINERY,,,CO
1,10067,CA,42,FRI,375,1,6Y,R1, ,----F--,3,1,1103.36,YC,WINERY,,,CO
1,10067,CA,23,TUE,455,1,4Y,T1, ,-T--F--,4,2,1936.63,YC,WINERY,,,CO
1,10067,CA,29,FRI,330,1,4Y,T1, ,-T--F--,4,2,1936.63,YC,WINERY,,,CO
1,10071,CA,29,FRI,460,1,6Y,T2, ,----F--,1,1,1644.35,YC,WINERY,,,CO
1,10071,CA,42,FRI,242,1,4Y,R2, ,----F--,2,1,840.85,YC,WINERY,,,CO
1,10071,CA,    ,UNR,0,1,2Y,DE, ,-------,3,0,0,YC,WINERY,,,CO
1,10071,CA,84,TUE,190,1,4Y,G2, ,-T-----,4,1,762.37,YC,WINERY,,,CO
1,10071,CA,49,FRI,660,1,6Y,CB, ,----F--,5,1,75,YC,WINERY,,,CO
1,10076,CA,23,TUE,605,1,4Y,T0, ,-T--F--,1,2,1706.1,SC,LODGING-FW,,,CO
1,10076,CA,23,FRI,755,1,4Y,T0, ,-T--F--,1,2,1706.1,SC,LODGING-FW,,,CO
1,10076,CA,64,WED,255,1,96,CR, ,--W----,2,1,0,SC,LODGING-FW,,,CO
1,10076,CA,64,WED,260,1,96,CR, ,--W----,3,1,0,SC,LODGING-FW,,,CO
1,10076,CA,64,WED,265,1,96,CR, ,--W----,4,1,0,SC,LODGING-FW,,,CO
1,10076,CA,64,WED,270,1,96,AR, ,--W----,5,1,100.93,SC,LODGING-FW,,,CO
1,10076,CA,85,WED,540,1,96,CG, ,--W----,6,1,0,SC,LODGING-FW,,,CO
1,10076,CA,85,WED,535,1,96,AG, ,--W----,7,1,91.52,SC,LODGING-FW,,,CO
1,10082,CA,28,MON,6670,3,CT,9, ,M------,1,1,101.24,Y,MULTIFAMIL,,,Y
1,10082,CA,64,MON,3685,1,96,CR, ,M------,2,1,0,Y,MULTIFAMIL,,,Y
1,10082,CA,64,MON,3690,2,96,CR, ,M------,3,1,0,Y,MULTIFAMIL,,,Y
1,10083,CA,29,FRI,340,1,4Y,T0, ,----F--,1,1,890.4,YC,UTILITY,,,CO
1,10083,CA,42,FRI,310,1,4Y,R0, ,----F--,2,1,667.81,YC,UTILITY,,,CO
1,10083,CA,64,MON,2917,3,96,CR, ,M------,3,1,0,YC,UTILITY,,,CO
1,10095,PA,    ,UNR,0,1,20,RO, ,-------,1,0,0,YC,,,,CO
1,10095,PA,    ,UNR,0,1,20,MR, ,-------,2,0,0,YC,,,,CO
1,10095,PA,    ,UNR,0,1,30,CZ, ,-------,3,0,0,YC,,,,CO
1,10095,PA,    ,UNR,0,1,30,GZ, ,-------,4,0,0,YC,,,,CO
1,10103,CA,23,THU,540,1,2Y,T0, ,---H---,1,1,428.24,CL,MULTIFAMIL,,,CL
1,10103,CA,65,THU,3230,1,96,CR, ,---H---,2,1,0,CL,MULTIFAMIL,,,CL
1,10103,CA,65,THU,3240,1,96,CR, ,---H---,3,1,0,CL,MULTIFAMIL,,,CL
1,10106,CA,23,MON,480,1,4Y,T0, ,M---F--,1,2,1563.03,C,LODGING,,,C
1,10106,CA,23,FRI,480,1,4Y,T0, ,M---F--,1,2,1563.03,C,LODGING,,,C
1,10106,CA,65,THU,2700,1,96,CR, ,---H---,2,1,0,C,LODGING,,,C
1,10106,CA,65,THU,2710,1,96,CR, ,---H---,3,1,0,C,LODGING,,,C
1,10106,CA,65,THU,2720,1,96,CR, ,---H---,4,1,0,C,LODGING,,,C
1,10106,CA,65,THU,2730,1,96,AR, ,---H---,5,1,76,C,LODGING,,,C
1,10106,CA,65,THU,2740,1,96,AR, ,---H---,6,1,76,C,LODGING,,,C
1,10106,CA,65,THU,2750,1,96,AR, ,---H---,7,1,76,C,LODGING,,,C
1,10106,CA,85,THU,1470,1,96,CG, ,---H---,8,1,0,C,LODGING,,,C
1,10109,PA,    ,UNR,0,1,20,RO, ,-------,1,0,0,C,,,,C
1,10112,CA,28,MON,4500,2,CT,9, ,M------,1,1,101.24,Y,CHURCH,,,Y
1,10112,CA,64,MON,3667,1,96,CR, ,M------,2,1,0,Y,CHURCH,,,Y
1,10112,CA,85,MON,7370,3,96,CG, ,M------,3,1,0,Y,CHURCH,,,Y
1,10139,CA,23,MON,20,1,4Y,T0, ,M------,1,1,668.93,S,STRIP MALL,,,S
1,10139,CA,23,MON,20,1,PU,PL, ,M------,2,1,50,S,STRIP MALL,,,S
1,10139,CA,23,MON,10,1,4Y,T0, ,M------,3,1,668.93,S,STRIP MALL,,,S
1,10139,CA,23,MON,10,1,PU,PL, ,M------,4,1,50,S,STRIP MALL,,,S
1,10139,CA,64,TUE,90,6,96,CR, ,-T-----,5,1,0,S,STRIP MALL,,,S
1,10139,CA,64,TUE,95,1,96,AR, ,-T-----,6,1,73.41,S,STRIP MALL,,,S
1,10139,CA,82,TUE,1230,1,96,CG, ,-T-----,7,1,0,S,STRIP MALL,,,S
1,10144,CA,25,THU,2020,3,CT,9, ,---H---,1,1,101.34,CL,MULTIFAMIL,,,CL
1,10144,CA,25,THU,1860,3,CT,9, ,---H---,2,1,101.34,CL,MULTIFAMIL,,,CL
1,10144,CA,65,THU,3200,3,96,CR, ,---H---,3,1,0,CL,MULTIFAMIL,,,CL
1,10144,CA,65,THU,3360,3,96,CR, ,---H---,4,1,0,CL,MULTIFAMIL,,,CL
1,10144,CA,85,THU,3995,3,96,CG, ,---H---,5,1,0,CL,MULTIFAMIL,,,CL
1,10145,CA,24,THU,3330,185,CT,3, ,---H---,1,1,33.78,CL,MOBILEHOME,,,CL
1,10145,CA,85,THU,2750,185,96,CG, ,---H---,2,1,0,CL,MOBILEHOME,,,CL
1,10145,CA,64,THU,4780,177,96,CR, ,---H---,3,1,0,CL,MOBILEHOME,,,CL
1,10145,CA,24,THU,2458,1,CT,9, ,---H---,4,1,101.34,CL,MOBILEHOME,,,CL
1,10145,CA,24,THU,2468,1,CT,9, ,---H---,5,1,101.34,CL,MOBILEHOME,,,CL
1,10145,CA,64,THU,7370,1,96,CR, ,---H---,6,1,0,CL,MOBILEHOME,,,CL
1,10145,CA,64,THU,7380,1,96,CR, ,---H---,7,1,0,CL,MOBILEHOME,,,CL
1,10145,CA,64,THU,7390,1,96,CR, ,---H---,8,1,0,CL,MOBILEHOME,,,CL
1,10145,CA,85,THU,2755,1,96,CG, ,---H---,9,1,0,CL,MOBILEHOME,,,CL
1,10154,CA,23,MON,590,1,4P,T0, ,M-W-F--,1,3,2398.21,C,LODGING,,,C
1,10154,CA,23,WED,280,1,4P,T0, ,M-W-F--,1,3,2398.21,C,LODGING,,,C
1,10154,CA,23,FRI,510,1,4P,T0, ,M-W-F--,1,3,2398.21,C,LODGING,,,C
1,10154,CA,66,THU,140,3,96,CR, ,---H---,2,1,0,C,LODGING,,,C
1,10154,CA,85,THU,4225,1,96,CG, ,---H---,3,1,0,C,LODGING,,,C
1,10160,CA,97,THU,0,1,2Y,T0, ,---H---,1,1,439.46,C,,,,C
1,10161,CA,28,THU,470,1,CT,19, ,---H---,1,1,140.51,C,OFFICE BLD,,,C
1,10161,CA,61,THU,870,1,96,CR, ,---H---,2,1,0,C,OFFICE BLD,,,C
1,10174,CA,23,THU,520,1,2Y,T0, ,---H---,1,1,439.46,C,RETAIL,,,C
1,10174,CA,61,THU,630,1,96,CR, ,---H---,2,1,0,C,RETAIL,,,C
1,10174,CA,61,THU,640,1,96,CR, ,---H---,3,1,0,C,RETAIL,,,C
1,10174,CA,61,THU,650,1,96,CR, ,---H---,4,1,0,C,RETAIL,,,C
1,10185,CA,25,TUE,1410,1,CT,6, ,-T-----,1,1,65.25,S,ENTERTAINM,,,S
1,10185,CA,68,TUE,1390,1,96,CR, ,-T-----,2,1,0,S,ENTERTAINM,,,S
1,10209,CA,25,THU,2240,1,CT,9, ,---H---,1,1,103.93,C,POSTOFFICE,,,C
1,10209,CA,61,THU,430,1,96,CR, ,---H---,2,1,0,C,POSTOFFICE,,,C
1,10209,CA,85,THU,1310,1,96,CG, ,---H---,3,1,0,C,POSTOFFICE,,,C
1,10209,CA,61,THU,440,2,96,AR, ,---H---,4,1,76,C,POSTOFFICE,,,C
1,10216,CN,23,THU,640,1,2Y,T0, ,---H---,1,1,439.46,C,,,,C
1,10216,CN,65,THU,2460,3,96,CR, ,---H---,2,1,0,C,,,,C
1,10216,CN,85,THU,1335,1,96,CG, ,---H---,3,1,0,C,,,,C
1,10216,CN,25,THU,2370,1,CT,3, ,---H---,4,1,34.64,C,,,,C
1,10222,CA,25,THU,2780,1,CT,6, ,---H---,1,1,69.28,C,OFFICE BLD,,,C
1,10222,CA,61,THU,470,1,96,CR, ,---H---,2,1,0,C,OFFICE BLD,,,C
1,10222,CA,25,THU,2800,1,CT,6, ,---H---,3,1,69.28,C,OFFICE BLD,,,C
1,10222,CA,61,THU,460,1,96,CR, ,---H---,4,1,0,C,OFFICE BLD,,,C
1,10224,CA,23,MON,420,1,2Y,T0, ,M---F--,1,2,813.99,C,LODGING,,,C
1,10224,CA,23,FRI,440,1,2Y,T0, ,M---F--,1,2,813.99,C,LODGING,,,C
1,10224,CA,85,THU,3465,1,96,CG, ,---H---,2,1,0,C,LODGING,,,C
1,10224,CA,85,THU,3470,1,96,AG, ,---H---,3,1,68.91,C,LODGING,,,C
1,10224,CA,61,THU,260,1,96,CR, ,---H---,4,1,0,C,LODGING,,,C
1,10224,CA,61,THU,270,1,96,CR, ,---H---,5,1,0,C,LODGING,,,C
1,10224,CA,61,THU,280,1,96,CR, ,---H---,6,1,0,C,LODGING,,,C
1,10227,CA,25,THU,2110,1,CT,6, ,---H---,1,1,69.28,C,MEDICAL,,,C
1,10227,CA,65,THU,3080,1,96,CR, ,---H---,2,1,0,C,MEDICAL,,,C
1,10227,CA,85,THU,3940,1,96,CG, ,---H---,3,1,0,C,MEDICAL,,,C
1,10233,CA,28,THU,3880,146,CT,3, ,---H---,1,1,33.78,CL,MOBILEHOME,,,CL
1,10233,CA,61,THU,1,146,96,CR, ,---H---,2,1,0,CL,MOBILEHOME,,,CL
1,10233,CA,86,THU,705,3,96,CG, ,---H---,3,1,0,CL,MOBILEHOME,,,CL
1,10238,CA,25,THU,2300,2,CT,3, ,---H---,1,1,33.78,CL,MULTIFAMIL,,,CL
1,10238,CA,65,THU,2640,1,96,CR, ,---H---,2,1,0,CL,MULTIFAMIL,,,CL
1,10239,CA,25,THU,2310,2,CT,3, ,---H---,1,1,33.78,CL,,,,CL
1,10247,CA,23,MON,430,1,4P,T0, ,M-W-F--,1,3,2398.21,C,GROCERY,,,C
1,10247,CA,23,WED,270,1,4P,T0, ,M-W-F--,1,3,2398.21,C,GROCERY,,,C
1,10247,CA,23,FRI,450,1,4P,T0, ,M-W-F--,1,3,2398.21,C,GROCERY,,,C
1,10247,CA,61,THU,700,1,96,CR, ,---H---,2,1,0,C,GROCERY,,,C
1,10247,CA,61,THU,710,1,96,CR, ,---H---,3,1,0,C,GROCERY,,,C
1,10247,CA,42,FRI,425,1,4Y,R0, ,----F--,4,1,610.5,C,GROCERY,,,C
1,10247,CA,40,MON,270,5,CF,6, ,M-W-F--,5,3,0,C,GROCERY,,,C
1,10247,CA,40,WED,210,5,CF,6, ,M-W-F--,5,3,0,C,GROCERY,,,C
1,10247,CA,40,FRI,255,5,CF,6, ,M-W-F--,5,3,0,C,GROCERY,,,C
1,10247,CA,44,TUE,115,1,6Y,OP, ,-T--F--,6,2,0,C,GROCERY,,,C
1,10247,CA,44,FRI,80,1,6Y,OP, ,-T--F--,6,2,0,C,GROCERY,,,C
1,10248,CA,23,TUE,90,1,4Y,T0, ,-T-----,1,1,668.93,S,AUTO,,,S
1,10248,CA,64,TUE,130,1,96,CR, ,-T-----,2,1,0,S,AUTO,,,S
1,10248,CA,44,WED,240,1,6Y,CB, ,--W----,3,1,75,S,AUTO,,,S
1,10250,CA,23,MON,125,1,4Y,T0, ,M-W-F--,1,3,1889.01,S,LODGING-FW,,,S
1,10250,CA,23,WED,90,1,4Y,T0, ,M-W-F--,1,3,1889.01,S,LODGING-FW,,,S
1,10250,CA,23,FRI,170,1,4Y,T0, ,M-W-F--,1,3,1889.01,S,LODGING-FW,,,S
1,10250,CA,62,TUE,7400,1,96,CR, ,-T-----,2,1,0,S,LODGING-FW,,,S
1,10250,CA,62,TUE,7401,1,96,CR, ,-T-----,3,1,0,S,LODGING-FW,,,S
1,10250,CA,62,TUE,7400,1,96,CR, ,-T-----,4,1,0,S,LODGING-FW,,,S
1,10250,CA,62,TUE,7402,2,96,AR, ,-T-----,5,1,73.41,S,LODGING-FW,,,S
1,10250,CA,82,TUE,648,3,96,CG, ,-T-----,6,1,0,S,LODGING-FW,,,S
1,10255,CA,23,TUE,380,1,6Y,T2, ,-T--F--,1,2,3213.99,CC,WINERY,,,CO
1,10255,CA,23,FRI,410,1,6Y,T2, ,-T--F--,1,2,3213.99,CC,WINERY,,,CO
1,10255,CA,23,TUE,380,1,OC,EG, ,-T--F--,2,2,80,CC,WINERY,,,CO
1,10255,CA,23,FRI,410,1,OC,EG, ,-T--F--,2,2,80,CC,WINERY,,,CO
1,10255,CA,64,THU,7360,3,96,CR, ,---H---,3,1,0,CC,WINERY,,,CO
1,10255,CA,42,FRI,395,1,6Y,R2, ,----F--,4,1,1233.26,CC,WINERY,,,CO
1,10255,CA,42,FRI,395,1,OC,EG, ,----F--,5,1,40,CC,WINERY,,,CO
1,10257,CA,25,TUE,240,1,CT,9, ,-T-----,1,1,97.87,S,AUTO,,,S
1,10260,CA,25,THU,510,2,CT,3, ,---H---,1,1,34.64,C,OFFICE BLD,,,C
1,10260,CA,65,THU,60,1,96,CR, ,---H---,2,1,0,C,OFFICE BLD,,,C
1,10260,CA,65,THU,70,1,96,CR, ,---H---,3,1,0,C,OFFICE BLD,,,C
1,10260,CA,85,THU,1280,1,96,CG, ,---H---,4,1,0,C,OFFICE BLD,,,C
1,10262,CA,25,TUE,520,2,CT,9, ,-T-----,1,1,97.87,S,OFFICE BLD,,,S
1,10262,CA,64,TUE,1276,1,96,CR, ,-T-----,2,1,0,S,OFFICE BLD,,,S
1,10263,CA,23,MON,180,1,2Y,T0, ,MTW-F--,1,4,1278.97,S,RESTAURANT,,,S
1,10263,CA,23,TUE,290,1,2Y,T0, ,MTW-F--,1,4,1278.97,S,RESTAURANT,,,S
1,10263,CA,23,WED,110,1,2Y,T0, ,MTW-F--,1,4,1278.97,S,RESTAURANT,,,S
1,10263,CA,23,FRI,240,1,2Y,T0, ,MTW-F--,1,4,1278.97,S,RESTAURANT,,,S
1,10265,CA,23,MON,200,1,6Y,T0, ,MTWHF--,1,5,4634.19,S,GROCERY,,,S
1,10265,CA,23,TUE,310,1,6Y,T0, ,MTWHF--,1,5,4634.19,S,GROCERY,,,S
1,10265,CA,23,WED,120,1,6Y,T0, ,MTWHF--,1,5,4634.19,S,GROCERY,,,S
1,10265,CA,23,THU,80,1,6Y,T0, ,MTWHF--,1,5,4634.19,S,GROCERY,,,S
1,10265,CA,23,FRI,245,1,6Y,T0, ,MTWHF--,1,5,4634.19,S,GROCERY,,,S
1,10265,CA,29,SAT,230,1,6Y,SA, ,-----S-,2,1,1343.16,S,GROCERY,,,S
1,10265,CA,64,TUE,1280,1,96,CR, ,-T-----,3,1,0,S,GROCERY,,,S
1,10265,CA,64,TUE,1285,1,96,CR, ,-T-----,4,1,0,S,GROCERY,,,S
1,10265,CA,64,TUE,1290,1,96,CR, ,-T-----,5,1,0,S,GROCERY,,,S
1,10265,CA,64,TUE,1295,1,96,AR, ,-T-----,6,1,73.41,S,GROCERY,,,S
1,10265,CA,64,TUE,1300,2,96,AR, ,-T-----,7,1,73.41,S,GROCERY,,,S
1,10265,CA,40,MON,140,10,CF,6, ,M-W-F--,8,3,0,S,GROCERY,,,S
1,10265,CA,40,WED,80,10,CF,6, ,M-W-F--,8,3,0,S,GROCERY,,,S
1,10265,CA,40,FRI,110,10,CF,6, ,M-W-F--,8,3,0,S,GROCERY,,,S
1,10265,CA,44,TUE,230,1,6Y,CB, ,-TW-FS-,9,4,75,S,GROCERY,,,S
1,10265,CA,44,WED,150,1,6Y,CB, ,-TW-FS-,9,4,75,S,GROCERY,,,S
1,10265,CA,49,FRI,190,1,6Y,CB, ,-TW-FS-,9,4,75,S,GROCERY,,,S
1,10265,CA,49,SAT,20,1,6Y,CB, ,-TW-FS-,9,4,75,S,GROCERY,,,S
1,10265,CA,44,TUE,220,1,4Y,CB, ,-TW-FS-,10,4,75,S,GROCERY,,,S
1,10265,CA,44,WED,150,1,4Y,CB, ,-TW-FS-,10,4,75,S,GROCERY,,,S
1,10265,CA,49,FRI,200,1,4Y,CB, ,-TW-FS-,10,4,75,S,GROCERY,,,S
